ID,effect,group,term,estimate,std.error,statistic,lower,upper,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC
1,fixed,NA,(Intercept),0.12961245689503662,0.01525749718647918,8.495001199141363,0.0996949709918978,0.15957684056469237,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,new_injury_severity1,-0.0015976463404960993,0.0034025806024955076,-0.4695396015966116,-0.008273711019537973,0.005081121293574251,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,new_injury_severity2,-2.9559234694050406e-4,0.003686573005896311,-0.08018079296618652,-0.007529496849637924,0.006939797400710671,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,months_since_bl_exam,-1.4037596237484492e-4,1.4347909684164825e-5,-9.783722191238203,-1.6850723103074283e-4,-1.1224521115942029e-4,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,age,-9.937208468601695e-4,1.4417727683433613e-4,-6.892354112097592,-0.0012767099699086501,-7.107971066884004e-4,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,ptgenderMale,0.004152842275180938,0.002461854633452212,1.6868755038381313,-6.752030684219373e-4,0.008986966775136752,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,field,0.0061488597422495,4.0981381735719796e-4,15.004032274709983,0.005345142308461141,0.006953088859670278,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,tiv,-1.529303532929062e-5,6.853763742671574e-6,-2.2313338923657513,-2.8752724380496076e-5,-1.8560489969801966e-6,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,cdrsb_bl,-0.0023094851001326357,5.622823040132358e-4,-4.107340892019735,-0.0034129850255454077,-0.0012059658352471167,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,new_injury_severity1:months_since_bl_exam,5.8713412378572416e-5,3.341034479491171e-5,1.7573423063719558,-6.790898178946324e-6,1.2422022935279189e-4,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,fixed,NA,new_injury_severity2:months_since_bl_exam,4.1984542637672836e-5,5.128827926749081e-5,0.8185991660727217,-5.858801505453871e-5,1.4253553413741757e-4,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,ran_pars,rid,sd__(Intercept),0.02601184677322655,NA,NA,NA,NA,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
1,ran_pars,Residual,sd__Observation,0.008141109483753056,NA,NA,NA,NA,x3rd_ventricle,0.12100747888127747,0.02797338375225312,-20887.135566521858
2,fixed,NA,(Intercept),0.1547960720100363,0.033801459493559796,4.579567697055498,0.08852146393697084,0.22119681856551968,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,new_injury_severity1,-0.006011688213215597,0.007537652044344981,-0.7975544875046047,-0.020802139158717654,0.008782389587860834,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,new_injury_severity2,0.011923114631425022,0.00816678262357458,1.4599524905936954,-0.00410294959428215,0.027950586206550585,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,months_since_bl_exam,-8.940253243342897e-5,3.180239359540114e-5,-2.8111887919768788,-1.517543128887673e-4,-2.704840716517332e-5,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,age,-6.318559877125702e-4,3.1938810185715323e-4,-1.9783328935502071,-0.0012587560733670763,-5.114835750498774e-6,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,ptgenderMale,0.003572872034929937,0.005453874680708949,0.6551071016662047,-0.0071218351224050635,0.014285046309751161,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,field,0.0029409255924741314,9.083352069266838e-4,3.237709570263864,0.0011601274295039514,0.004722098297975289,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,tiv,3.4043768396552725e-5,1.5184893623907517e-5,2.2419497455651105,4.20803636560615e-6,6.381388029004108e-5,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,cdrsb_bl,-1.066772045948163e-4,0.0012455932947292325,-0.08564368887198115,-0.002551264576408478,0.002337841680618147,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,new_injury_severity1:months_since_bl_exam,1.7374481919001162e-4,7.405462920410998e-5,2.346170942415156,2.8554325361369213e-5,3.189433254945609e-4,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,fixed,NA,new_injury_severity2:months_since_bl_exam,-1.0089684518599139e-4,1.1368130823573156e-4,-0.8875412040189572,-3.238306047759969e-4,1.2197544182664051e-4,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,ran_pars,rid,sd__(Intercept),0.05762182007874497,NA,NA,NA,NA,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
2,ran_pars,Residual,sd__Observation,0.018044958642534765,NA,NA,NA,NA,x4th_ventricle,0.02626641713638852,0.06019726497950395,-15303.657904160586
3,fixed,NA,(Intercept),0.17584380978481481,0.02108715374071895,8.338906803020233,0.13445329479381316,0.2175231763886074,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,new_injury_severity1,6.203229811194499e-4,0.004681930898005961,0.1324929809159819,-0.008565327943007019,0.009811232419686565,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,new_injury_severity2,0.00344831907214699,0.005073209806026507,0.6797115049432222,-0.00650682764613557,0.01340500604506059,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,months_since_bl_exam,-3.3959610779640305e-4,2.067075935732093e-5,-16.428816277430506,-3.8012977344898996e-4,-2.990709032637488e-4,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,age,-0.0011988275994759291,1.9816131486232502e-4,-6.049755979409145,-0.0015879427504007662,-8.100831239108727e-4,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,ptgenderMale,-0.006756367920682192,0.0033966059801363714,-1.989152689535961,-0.013418977547083308,-5.257255270895746e-5,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,field,0.004561716441339529,5.890792354181622e-4,7.743807907439414,0.0034066524375770723,0.0057173186478573085,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,tiv,1.6094430603112614e-4,9.524820661103617e-6,16.897358150623482,1.4203674850606448e-4,1.7969658749884227e-4,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,cdrsb_bl,-0.006034645526392868,7.728102636449996e-4,-7.808702614701505,-0.0075513683362479385,-0.004517951081925084,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,new_injury_severity1:months_since_bl_exam,1.8618561353183484e-5,4.8134159553443886e-5,0.38680557686918976,-7.57519617184021e-5,1.1299615328699708e-4,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,fixed,NA,new_injury_severity2:months_since_bl_exam,2.9070453813094408e-5,7.38861523644764e-5,0.3934492849173067,-1.1579332791613766e-4,1.739341350606721e-4,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,ran_pars,rid,sd__(Intercept),0.03570820420620899,NA,NA,NA,NA,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
3,ran_pars,Residual,sd__Observation,0.011731282659555116,NA,NA,NA,NA,right_accumbens_area,0.4129500648006596,0.03740062214049901,-18392.58326424971
4,fixed,NA,(Intercept),0.223286017967422,0.02314471866262352,9.647385272736424,0.17775883132790532,0.2692528023047038,left_accumbens_area,0.39317191573634197,0.04143013627335019,-17800.802950277583
