ID,effect,group,term,estimate,std.error,statistic,lower,upper,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC
1,fixed,NA,(Intercept),0.00271316840599588,0.001356215524119114,2.0005436877432374,5.264259386807062e-5,0.0053752404303181265,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,new_injury_severity1,1.0361622943340743e-4,2.956992237963589e-4,0.35041089422935207,-4.7651252692999964e-4,6.838759531733846e-4,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,new_injury_severity2,-3.141668890154183e-4,3.216666357768102e-4,-0.9766847228551375,-9.452365222932103e-4,3.1701734365323635e-4,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,months_since_bl_exam,-3.207766713780301e-6,2.415565777561649e-6,-1.327956681443933,-7.943507470120379e-6,1.5288103129813203e-6,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,age,-2.3283052498788347e-5,1.2118685509999456e-5,-1.9212523074038739,-4.706753901628519e-5,4.982492748690579e-7,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,ptgenderMale,2.803097530318494e-4,2.146220033628584e-4,1.3060625128819325,-1.4079978618040384e-4,7.015363302245038e-4,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,field,1.2976629906176802e-4,6.52693217775714e-5,1.988166806819185,1.7933338785698915e-6,2.577556788985519e-4,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,tiv,1.4622276737421553e-7,6.368531013011928e-7,0.22960203393130854,-1.1037573873850006e-6,1.3955056897208363e-6,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,cdrsb_bl,-7.84611365708746e-5,4.732479556104078e-5,-1.6579286955328383,-1.713304247698593e-4,1.4416667343952274e-5,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,new_injury_severity1:months_since_bl_exam,3.8353261021335055e-6,5.618319413554027e-6,0.6826465033086043,-7.180609011097929e-6,1.4850295658614741e-5,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,fixed,NA,new_injury_severity2:months_since_bl_exam,-3.7138501794286854e-6,8.609246603932646e-6,-0.4313792309924336,-2.0593421801457956e-5,1.3165347037129253e-5,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,ran_pars,rid,sd__(Intercept),0.0021077229064445256,NA,NA,NA,NA,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
1,ran_pars,Residual,sd__Observation,0.0013776516704249193,NA,NA,NA,NA,x3rd_ventricle,0.014954680982983512,0.0025961303731909364,-34366.45973172645
2,fixed,NA,(Intercept),0.0500365229638498,0.015239733833021591,3.2832937577577774,0.020158208334631895,0.0799808199562221,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,new_injury_severity1,-0.003792511154683571,0.0034817033541366185,-1.0892688919570592,-0.010624805447081234,0.003040778701622486,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,new_injury_severity2,0.0015176958565793766,0.00377117309299938,0.4024466178433317,-0.005883182508135963,0.008918504346533095,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,months_since_bl_exam,-6.336298808611198e-5,1.2001744273505564e-5,-5.2794816021858475,-8.689421775603563e-5,-3.9832116613192214e-5,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,age,-4.013184848627873e-4,1.4809962751210178e-4,-2.7097872668855567,-6.920165137830187e-4,-1.1070496826162138e-4,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,ptgenderMale,0.0028012552489378013,0.0024804725137204157,1.1293232371828419,-0.0020622376328741695,0.007674481966784791,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,field,0.008144936926699915,3.457480677279683e-4,23.557432960430262,0.007467066789481835,0.008822807583621008,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,tiv,1.0028611624799147e-5,6.640597200544223e-6,1.510197249123507,-3.0236250844166226e-6,2.3049538658302027e-5,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
2,fixed,NA,cdrsb_bl,-5.982420868854234e-4,5.776586655972572e-4,-1.0356324980719962,-0.0017319322446432783,5.354527062607873e-4,x4th_ventricle,0.047293955065224366,0.027868206483173164,-21846.54324134865
