ID,effect,group,term,estimate,std.error,statistic,df,p.value,Outcome_Variable,Avg_R_squared,Avg_RMSE,BIC,p.value.adjusted
3,fixed,,new_injury_severity1:months_since_bl_exam,-1.3776529036009653e-05,4.610109568341409e-06,-2.988330067167161,2864.358343765188,0.0028288907751643,Right Accumbens Area,0.1297238709670088,0.0022279443304794,-35600.12400240087,0.0061211062216935
6,fixed,,new_injury_severity1:months_since_bl_exam,-0.00012591092994411023,3.4734583430136895e-05,-3.6249442921162447,2785.564282837335,0.0002941986040277109,Left Amygdala,0.3089336627646742,0.0292292479698661,-20574.93067321916,0.0007300483877724679
8,fixed,,new_injury_severity1:months_since_bl_exam,-0.0010712845662523,0.0002523918958816629,-4.244528385153288,2764.036375743261,2.262709529956353e-05,Right Caudate,0.3108752799342277,0.3149146081825676,-6063.049598339322,6.383222673982133e-05
9,fixed,,new_injury_severity1:months_since_bl_exam,-0.001103599408922,0.0003874853159979685,-2.848106401347613,2801.5579563356027,0.0044300828344483,Left Caudate,0.3440100370855841,0.2849741969121011,-3853.5411193958007,0.009193401988302
14,fixed,,new_injury_severity1:months_since_bl_exam,-0.0073167900994338,0.0020318984829259,-3.600962430415237,2755.953812246576,0.00032263743258984174,Right Cerebral White Matter,0.3124674222891535,3.0776952875007644,8871.49238018043,0.0007943147290532062
15,fixed,,new_injury_severity1:months_since_bl_exam,-0.0049532766451804,0.0018316448178979,-2.704277923743405,2746.8552393906043,0.0068875129930907,Left Cerebral White Matter,0.3021102752746787,3.075199652772464,8285.65737935542,0.0138935208333744
17,fixed,,new_injury_severity1:months_since_bl_exam,-0.0008982866074021376,0.0002271341060918059,-3.954873281069717,2772.327763351274,7.849273645001355e-05,Right Hippocampus,0.3250465043551575,0.2719647926809618,-6827.144227795666,0.00020798357850314325
19,fixed,,new_injury_severity1:months_since_bl_exam,-0.00023482174001036277,0.0001037198691242424,-2.2639995787989085,2785.4838948155843,0.0236507327067472,Right Inf Lat Vent,0.2038251837759563,0.1121415706757678,-12446.327972625302,0.0432866093247393
21,fixed,,new_injury_severity1:months_since_bl_exam,-0.0135903904801303,0.003535683490849,-3.843780280476103,2754.6097580428045,0.00012389266731278425,Right Lateral Ventricle,0.2914208942681454,7.2079720044028015,13194.060549266183,0.00032191501922269146
22,fixed,,new_injury_severity1:months_since_bl_exam,-0.0151104237642909,0.0039493566713897,-3.826046878408076,2755.540203011853,0.00013310930631769532,Left Lateral Ventricle,0.3041339399950674,8.234265090083584,13989.730433501709,0.00034348426224483687
26,fixed,,new_injury_severity1:months_since_bl_exam,5.1988369904310935e-05,1.7800481482531534e-05,2.920615937008761,2795.338293000099,0.0035213681366005,Left Putamen,0.0478929789705007,0.0225441165652695,-24581.266107955285,0.0074560797113573
27,fixed,,new_injury_severity1:months_since_bl_exam,-0.0005044386255207591,0.00017296006510080037,-2.916503443883271,2753.545137526185,0.0035684094066174,Right Thalamus Proper,0.4005814494968831,0.228360749147137,-8619.730225587542,0.0075386667193854
28,fixed,,new_injury_severity1:months_since_bl_exam,-0.0005503447965581666,0.00018611270794842213,-2.957051147257956,2749.839586155097,0.0031324123740533,Left Thalamus Proper,0.4031199168320514,0.2141737941654403,-8309.424141167085,0.006685330618571
29,fixed,,new_injury_severity1:months_since_bl_exam,-0.0009581902858650696,0.0002893635378350829,-3.311371892374261,2774.8614988005183,0.0009402870458861992,Right Ventral DC,0.5348585905418323,0.266647874179832,-5549.353555099085,0.0021750659655764
30,fixed,,new_injury_severity1:months_since_bl_exam,-0.0005840417381774085,0.0002446024695292476,-2.3877180770146462,2762.293677211979,0.0170201812059294,Left Ventral DC,0.5371790654225912,0.2460137181054047,-6590.799652593271,0.0320903114998228
37,fixed,,new_injury_severity1:months_since_bl_exam,-0.0008500210085733574,0.00027471411543423765,-3.0942021571397533,2772.453256057288,0.0019931093176336,Right ACgG anterior cingulate gyrus,0.4321163441294153,0.3542677142981474,-5415.917201113404,0.0044197081322467
38,fixed,,new_injury_severity1:months_since_bl_exam,-0.0006875650698485475,0.00026573451050091867,-2.587413537490723,2773.383341106975,0.0097203722942195,Left ACgG anterior cingulate gyrus,0.4278502017648099,0.338288736352872,-5652.105657927085,0.0189754614193089
41,fixed,,new_injury_severity1:months_since_bl_exam,-0.00021398704442085635,8.573410443094648e-05,-2.495938411454565,2798.412704497465,0.0126195802274115,Right AOrG anterior orbital gyrus,0.4789808744394795,0.0647698324571367,-14377.79062132779,0.0242316607027882
56,fixed,,new_injury_severity1:months_since_bl_exam,-0.0006101370182257383,0.0002447876663505509,-2.492515359625941,2755.637019834784,0.0127424901500401,Left FRP frontal pole,0.7340896223748332,0.2241400254048066,-6713.315333623039,0.0244426498174595
57,fixed,,new_injury_severity1:months_since_bl_exam,-0.0007713635608141848,0.00025248897240291506,-3.055038616036124,2776.428503060504,0.0022716988609065,Right FuG fusiform gyrus,0.3531381640685634,0.2652439215387372,-6288.328803176393,0.0049786297465661
58,fixed,,new_injury_severity1:months_since_bl_exam,-0.0005991570115850047,0.0002304521704762162,-2.5999191517566578,2767.4461880803874,0.0093741466618864,Left FuG fusiform gyrus,0.3590194650881744,0.23525582200552,-6977.381324252688,0.0183377467546391
59,fixed,,new_injury_severity1:months_since_bl_exam,-0.0003258467530006004,0.00014006439235135282,-2.3264067871241023,2794.0944461620456,0.020068036082523,Right GRe gyrus rectus,0.5015381286736158,0.0991619329825185,-11020.906402494738,0.0374230971081642
60,fixed,,new_injury_severity1:months_since_bl_exam,-0.0006178531778146235,0.00015315717292655693,-4.034111925733319,2798.414315111618,5.6275929770607415e-05,Left GRe gyrus rectus,0.5267925341934429,0.1155209429096429,-10309.040873052703,0.00015300528152124566
66,fixed,,new_injury_severity1:months_since_bl_exam,-0.0014423485534539,0.0005027901755235826,-2.868688816268118,2792.959435283304,0.0041527091076301,Left LiG lingual gyrus,0.1354828604698725,0.5194797909349178,-1465.8888208511696,0.0086850415673512
67,fixed,,new_injury_severity1:months_since_bl_exam,-0.00031198582055298626,0.00010000209388227309,-3.119792880739776,2792.703263130028,0.0018282506983615,Right LOrG lateral orbital gyrus,0.5856664529476373,0.0817379743556442,-13179.325724078397,0.0040733946676084
69,fixed,,new_injury_severity1:months_since_bl_exam,-0.000600664679216213,0.00026199303760093243,-2.2926742050723687,2780.4632053898777,0.0219411125201939,Right MCgG middle cingulate gyrus,0.1972700083587477,0.3986703952998569,-5514.474369431382,0.0405133140628777
70,fixed,,new_injury_severity1:months_since_bl_exam,-0.0009002986007318534,0.00025607002287781,-3.5158297352183725,2779.4421431263736,0.0004453937741572305,Left MCgG middle cingulate gyrus,0.1884826117222804,0.40502695661842,-5621.221178147684,0.0010753651484156
71,fixed,,new_injury_severity1:months_since_bl_exam,-0.000473527523126289,0.00012957428371611064,-3.6544869054708338,2780.90377964182,0.0002624623220312052,Right MFC medial frontal cortex,0.3869133784388562,0.1304767480461717,-11043.045502509476,0.0006530229656903726
72,fixed,,new_injury_severity1:months_since_bl_exam,-0.0004304460872615682,0.00014451722922511915,-2.9785105178777576,2777.7288145934244,0.0029215996310519,Left MFC medial frontal cortex,0.3866584240099627,0.1484951331682087,-10247.175348764533,0.0062926761284196
73,fixed,,new_injury_severity1:months_since_bl_exam,-0.0023166522789848,0.0008279315995946242,-2.79812037627158,2744.2909033213,0.0051759728993915,Right MFG middle frontal gyrus,0.5970276588502328,0.8928255209770241,2078.709981665372,0.0106036556325924
77,fixed,,new_injury_severity1:months_since_bl_exam,-0.000941640740075987,0.0002077875786585928,-4.531747018541267,2793.665763398002,6.095567772855458e-06,Right MOrG medial orbital gyrus,0.5953015523604288,0.1616097153852261,-8108.8693602991325,1.7923644423004448e-05
78,fixed,,new_injury_severity1:months_since_bl_exam,-0.0005436402561804605,0.00019696844572597623,-2.760037295195883,2789.6376515384354,0.0058172439034719,Left MOrG medial orbital gyrus,0.6374049988708944,0.1501021678052242,-8498.180990121526,0.0118363878122705
83,fixed,,new_injury_severity1:months_since_bl_exam,-0.0023304922287361,0.0005553104729669633,-4.1967373968017645,2751.309398366453,2.793682027096552e-05,Right MSFG superior frontal gyrus medial segment,0.44729238690876,0.8635980538576195,-198.34865468253997,7.810651986338497e-05
84,fixed,,new_injury_severity1:months_since_bl_exam,-0.0016641681392787,0.0005037431709177696,-3.30360436697699,2751.17355225868,0.0009667267477481572,Left MSFG superior frontal gyrus medial segment,0.4243135813931359,0.7962114068695976,-857.4193480143383,0.0022279844948102
96,fixed,,new_injury_severity1:months_since_bl_exam,-0.0008337360330960559,0.00025895240585909824,-3.2196496894093745,2776.219997807726,0.0012982753129259,Left PCgG posterior cingulate gyrus,0.2191180094296868,0.3234707255223671,-5859.670094592274,0.0029364985399351
104,fixed,,new_injury_severity1:months_since_bl_exam,0.00045322904778190976,0.00016620554449832246,2.726918943347791,2748.275906855623,0.0064334750184369,Left PO parietal operculum,0.2471572725269828,0.2551557529599797,-8661.05964245414,0.0130336923699652
114,fixed,,new_injury_severity1:months_since_bl_exam,0.00045752412436203765,0.00016148463658374347,2.833236238697993,2755.682008329144,0.0046414411621302,Left PT planum temporale,0.3223482727836025,0.2418355748194318,-8914.113094216016,0.0096107545476338
115,fixed,,new_injury_severity1:months_since_bl_exam,-0.0006339016425272289,0.00016544053884017153,-3.831598028942757,2792.8012495535468,0.00013011835809959338,Right SCA subcallosal area,0.3728742013948209,0.1501029791392554,-9477.5376949197,0.00033669246868253406
116,fixed,,new_injury_severity1:months_since_bl_exam,-0.0004981354864165379,0.00016338628213981475,-3.048820744879107,2788.3785959849565,0.0023189903584183,Left SCA subcallosal area,0.4072921070281652,0.1599411671024765,-9446.59858743245,0.0050704264713202
120,fixed,,new_injury_severity1:months_since_bl_exam,-0.0014977863921829,0.00046323087636722274,-3.233347491706449,2784.28881449478,0.0012377786358413,Left SMC supplementary motor cortex,0.1506553679163214,0.8997734052355149,-1169.585085940936,0.0028180494184931
130,fixed,,new_injury_severity1:months_since_bl_exam,-0.0013999628550956,0.0004896874136147393,-2.8588908274393097,2768.5874490139627,0.0042830445923067,Left TMP temporal pole,0.5768844995047437,0.5632016820780835,-1517.971354506839,0.0089178597726608
